XUSXEYAF=MO07:00-10:00,TU05:06-10:11,WE00:00-21:35,TH13:33-14:44,FR19:15-20:29,SA00:16-00:47,SU01:05-09:15,
KGJUTFZF=MO00:00-00:02,TU00:07-01:24,WE04:23-05:44,TH00:01-12:09,FR01:07-12:10,SA04:03-06:35,SU09:03-16:07,
CJVXJQJF=MO00:18-01:50,TU06:02-07:16,WE13:07-15:30,TH02:09-10:11,FR17:27-21:49,SA00:29-07:50,SU09:20-11:28,
ETGPCCCX=MO01:00-13:02,TU11:34-15:47,WE08:27-20:46,TH03:00-05:01,FR06:09-10:14,SA02:01-06:06,SU00:31-05:32,
ZHUGFXDH=MO07:26-16:48,TU00:09-03:50,WE15:05-18:11,TH01:08-18:09,FR05:24-07:31,SA02:03-17:04,SU03:12-09:23,
PSZRFUFF=MO12:08-15:18,TU04:02-11:03,WE02:12-05:15,TH14:09-15:16,FR00:03-01:04,SA15:00-18:10,SU06:02-18:24,
LCYTECJQ=MO05:06-22:18,TU06:19-17:25,WE04:09-13:47,TH03:04-12:26,FR15:22-21:57,SA03:00-04:02,SU11:15-20:38,
XKDPLGVX=MO00:01-08:02,TU00:26-01:44,WE00:01-02:03,TH06:04-09:15,FR12:04-22:27,SA03:09-09:27,SU09:06-11:20,
SNXQQZGU=MO03:40-14:57,TU00:04-09:05,WE00:05-00:49,TH02:03-04:11,FR02:12-08:42,SA01:14-09:25,SU05:12-14:22,
DTZNWJXI=MO05:13-20:41,TU00:25-02:32,WE00:00-00:58,TH00:08-00:44,FR01:05-14:27,SA01:00-07:18,SU00:02-01:09,
BXGACMEV=MO04:35-19:53,TU02:01-03:03,WE02:28-03:49,TH02:14-08:20,FR04:13-10:16,SA01:12-11:20,SU18:28-19:48,
SIELXVSA=MO07:04-19:09,TU07:15-13:32,WE00:27-05:50,TH00:23-01:57,FR02:14-08:23,SA04:11-13:23,SU01:14-04:49,
VYALWUHJ=MO00:10-02:15,TU01:10-05:22,WE00:08-04:11,TH05:08-06:38,FR04:14-07:16,SA01:01-02:06,SU02:30-08:31,
DWRTXZRX=MO00:05-06:39,TU01:12-05:15,WE00:00-04:01,TH02:00-04:01,FR00:04-00:05,SA05:05-11:15,SU01:17-19:38,
SQOEPAWU=MO06:06-08:09,TU15:08-16:35,WE01:32-03:47,TH00:19-04:21,FR08:08-13:38,SA07:01-14:34,SU08:01-14:24,
XDRFNICW=MO03:09-16:16,TU04:18-11:31,WE09:01-12:08,TH03:00-05:08,FR01:06-04:29,SA01:11-02:21,SU14:01-16:06,
QWRPXAZQ=MO06:28-07:35,TU00:32-01:56,WE13:09-17:10,TH00:24-05:41,FR04:06-11:34,SA14:06-22:14,SU09:41-16:44,
XHCSISXM=MO00:07-01:55,TU16:22-22:37,WE02:07-06:10,TH15:26-21:41,FR01:04-02:06,SA04:05-13:07,SU00:05-08:07,
FOQILCSM=MO05:13-10:28,TU11:24-13:28,WE00:17-00:24,TH03:36-11:39,FR11:14-17:21,SA01:12-10:14,SU07:18-12:41,
EXXLJLIW=MO05:02-11:05,TU01:00-06:08,WE03:03-06:54,TH04:28-15:33,FR01:26-06:33,SA01:07-02:25,SU12:14-16:19,
QDGAXDZO=MO03:02-08:06,TU02:36-03:37,WE00:14-01:53,TH03:03-08:08,FR14:42-20:50,SA04:30-13:38,SU00:32-12:55,
HOABTUPI=MO15:40-19:43,TU18:38-21:51,WE04:03-07:32,TH00:09-00:10,FR02:06-03:10,SA08:01-12:02,SU07:04-09:19,
CWMZASRJ=MO00:14-15:34,TU07:15-20:17,WE00:01-02:11,TH14:08-15:25,FR12:46-15:53,SA03:07-10:11,SU00:02-02:18,
LUXBLGFY=MO12:38-13:39,TU10:14-15:25,WE00:22-05:28,TH00:23-06:25,FR11:02-16:08,SA01:34-09:51,SU01:10-05:22,
WIZMXHDG=MO10:06-20:12,TU08:09-09:15,WE09:01-14:04,TH03:08-05:17,FR06:30-10:45,SA00:14-00:57,SU01:00-17:05,
TQTPZCOB=MO11:06-12:27,TU01:01-02:12,WE12:36-13:52,TH04:10-11:51,FR11:01-15:03,SA01:14-08:28,SU08:25-18:50,
MZLBQZVD=MO01:16-08:42,TU03:26-18:48,WE00:14-01:21,TH00:22-01:43,FR06:42-09:51,SA01:08-05:27,SU08:00-14:04,
EHKAAIFH=MO03:40-13:51,TU03:26-13:51,WE14:00-18:01,TH07:01-12:06,FR01:55-06:56,SA00:06-01:29,SU00:31-07:49,
YPRKJCWJ=MO13:06-14:31,TU09:20-11:35,WE02:01-19:09,TH15:40-16:48,FR00:33-00:36,SA00:31-00:32,SU00:00-08:06,
YNTHJWTT=MO03:42-05:57,TU01:01-06:34,WE00:40-09:45,TH13:15-14:25,FR12:00-14:14,SA04:35-11:46,SU04:03-06:29,
UQFNOKMQ=MO08:06-16:11,TU00:17-13:19,WE00:02-06:10,TH03:10-07:43,FR06:03-20:15,SA11:04-13:15,SU03:14-14:43,
THAXAVDN=MO00:15-03:37,TU02:28-04:40,WE00:02-07:04,TH01:05-10:06,FR00:10-00:58,SA05:00-11:11,SU03:01-12:13,
BXQJKFVO=MO05:29-12:50,TU19:10-22:11,WE04:07-15:09,TH03:01-12:08,FR10:11-14:28,SA09:01-14:04,SU16:29-22:48,
LLVIJVPQ=MO04:05-10:06,TU00:21-03:26,WE03:01-05:20,TH14:11-20:29,FR00:03-04:55,SA05:35-07:41,SU08:03-13:04,
LSPDCXZM=MO03:02-16:29,TU12:00-19:12,WE15:21-21:35,TH01:04-06:30,FR01:44-06:49,SA16:37-19:47,SU01:12-19:21,
SZMSQEVD=MO08:04-19:08,TU13:14-15:49,WE05:00-13:01,TH00:43-01:44,FR03:05-04:15,SA04:02-13:05,SU05:01-15:18,
KXKLMYEL=MO02:03-03:05,TU03:00-10:01,WE00:00-08:18,TH00:19-18:32,FR00:00-00:07,SA11:05-15:37,SU10:26-15:46,
IPOXVGOI=MO11:01-15:03,TU03:28-15:51,WE03:37-07:55,TH09:11-15:26,FR03:04-04:20,SA03:14-05:48,SU01:07-07:46,
EMPSVHSC=MO13:02-22:05,TU03:05-12:24,WE00:17-04:32,TH04:30-06:43,FR08:08-15:11,SA05:25-19:49,SU00:21-03:58,
KXHYUXDJ=MO01:06-17:10,TU03:05-08:18,WE04:36-15:41,TH04:13-17:26,FR14:00-19:03,SA04:17-09:42,SU02:15-09:17,
ESKEKXEX=MO00:40-00:42,TU04:34-05:53,WE00:30-04:32,TH06:02-15:53,FR00:16-01:18,SA03:38-15:41,SU00:15-01:30,
GEUSZFZX=MO07:14-16:49,TU14:01-17:04,WE09:08-10:23,TH02:37-04:43,FR07:08-08:10,SA10:07-21:35,SU16:03-17:20,
CUCIJVOX=MO01:26-16:30,TU00:00-01:05,WE00:10-01:12,TH03:08-04:17,FR08:01-21:04,SA08:37-11:47,SU03:44-07:47,
XSEKBXMT=MO00:26-17:38,TU11:09-20:19,WE06:00-10:41,TH16:02-22:04,FR04:19-08:45,SA01:17-12:31,SU08:05-12:48,
ZKUWEDCB=MO06:13-12:33,TU11:04-12:57,WE01:48-09:56,TH04:07-15:28,FR05:36-11:58,SA08:23-19:51,SU00:09-01:36,
CCYYJAHO=MO03:20-10:31,TU06:10-07:41,WE01:54-11:58,TH00:08-12:16,FR03:00-12:00,SA06:46-11:51,SU00:13-01:40,
LPWYUFHU=MO07:08-11:20,TU01:07-03:32,WE01:00-16:53,TH00:19-01:30,FR02:21-03:28,SA08:01-13:02,SU02:30-08:34,
XLGTXPZH=MO01:00-16:01,TU03:08-09:40,WE16:08-20:15,TH05:26-06:54,FR00:04-20:11,SA04:02-16:37,SU17:36-18:48,
TZBTGUMM=MO03:20-13:37,TU01:10-08:22,WE08:07-17:22,TH03:03-21:05,FR04:43-06:45,SA10:00-11:00,SU05:01-11:16,
IXYZAKXI=MO01:00-02:03,TU05:14-21:22,WE15:07-17:08,TH02:06-06:09,FR06:14-12:16,SA00:05-01:47,SU00:24-00:51,
POREKNDW=MO17:11-19:34,TU01:03-07:14,WE06:20-17:25,TH03:23-04:52,FR07:05-16:44,SA01:16-07:47,SU02:26-03:48,
SZTVPNAG=MO21:11-22:50,TU00:00-14:03,WE10:11-13:24,TH02:13-05:38,FR00:14-07:18,SA11:00-17:01,SU07:11-11:16,
ZRLBZWSV=MO07:23-09:30,TU02:00-13:00,WE02:24-14:56,TH00:08-15:10,FR04:14-17:27,SA09:39-20:43,SU04:28-15:35,
LSVVTGZS=MO04:07-07:25,TU09:40-13:41,WE07:14-19:34,TH06:31-14:45,FR17:00-22:01,SA11:02-20:15,SU03:17-05:18,
GUDDXDNE=MO01:03-07:29,TU00:00-01:03,WE01:05-10:23,TH00:00-01:25,FR03:16-18:17,SA08:05-11:19,SU00:00-16:00,
ECLZJGAG=MO02:14-04:38,TU00:04-01:39,WE01:26-05:51,TH11:03-13:23,FR03:14-09:17,SA06:31-15:48,SU10:21-11:51,
QUDADUEY=MO01:03-03:08,TU04:51-09:54,WE02:04-04:46,TH02:39-10:48,FR05:01-18:32,SA11:13-20:19,SU14:13-16:26,
MMQSCGUS=MO10:17-20:40,TU00:19-00:22,WE06:38-12:53,TH06:09-14:42,FR08:01-22:21,SA02:03-21:05,SU17:10-19:17,
WGEHSVVB=MO00:06-02:43,TU01:07-08:22,WE03:24-06:28,TH02:36-10:50,FR00:02-13:50,SA17:37-22:41,SU02:00-03:01,
YJXHOQRD=MO06:00-09:02,TU02:17-04:25,WE04:09-09:49,TH05:04-08:08,FR13:04-14:19,SA14:18-17:49,SU08:52-18:54,
YGOZCJIO=MO19:52-20:53,TU16:36-17:48,WE00:28-01:52,TH08:02-21:06,FR01:00-06:06,SA17:17-19:20,SU06:14-14:27,
ELILFJJE=MO18:38-20:47,TU04:00-08:13,WE00:00-06:30,TH08:47-13:55,FR11:09-16:27,SA02:01-04:08,SU01:31-21:55,
IDZCNRZH=MO03:07-05:16,TU14:35-17:40,WE10:22-12:50,TH08:14-10:53,FR05:12-10:33,SA06:37-22:43,SU01:45-05:54,
OPMPXXVP=MO07:12-13:26,TU02:30-05:42,WE00:00-09:30,TH01:16-02:17,FR00:44-09:47,SA09:28-12:37,SU03:21-16:48,
DPTGOVIM=MO09:09-12:13,TU02:00-08:10,WE12:03-19:11,TH04:20-10:26,FR06:03-07:10,SA03:11-18:46,SU00:08-05:56,
RPKUJUZU=MO00:10-03:24,TU00:07-21:17,WE03:07-04:43,TH04:09-16:10,FR03:00-04:06,SA01:31-04:53,SU15:00-22:10,
UJKTZUJQ=MO00:05-00:11,TU03:00-05:41,WE02:30-03:41,TH16:06-21:48,FR00:47-06:56,SA00:33-00:51,SU10:37-14:38,
CQSOIEVX=MO13:02-20:03,TU03:30-11:42,WE02:00-13:34,TH00:05-19:09,FR00:22-03:32,SA00:05-17:13,SU00:06-04:09,
XBKJFYWT=MO01:07-08:49,TU00:42-01:50,WE02:02-16:14,TH07:49-17:55,FR01:00-14:03,SA13:34-14:47,SU03:36-07:38,
KPWWGADZ=MO18:29-21:50,TU01:47-08:57,WE04:19-19:25,TH14:39-17:48,FR13:18-14:38,SA02:04-04:32,SU09:00-11:00,
UITZJRBB=MO00:06-05:26,TU06:56-16:57,WE12:01-16:02,TH11:21-17:38,FR11:04-20:06,SA00:03-00:05,SU00:49-00:50,
CXAMPRZT=MO00:13-02:48,TU11:11-21:18,WE08:05-21:12,TH19:08-20:18,FR00:39-13:57,SA03:01-08:26,SU00:04-00:41,
RUVMHIHH=MO03:04-15:45,TU13:04-19:19,WE00:04-02:05,TH01:01-03:16,FR09:18-10:41,SA08:01-14:51,SU06:11-13:18,
KTXJTKPI=MO07:07-09:42,TU01:01-22:47,WE03:20-06:26,TH00:06-04:22,FR13:03-19:18,SA09:09-13:24,SU04:37-05:45,
PXAOPOCX=MO02:19-03:36,TU00:16-04:32,WE02:00-05:08,TH01:17-02:47,FR10:33-16:41,SA07:48-10:56,SU00:00-03:01,
IXURBFMH=MO00:04-01:16,TU00:03-07:05,WE00:05-00:47,TH00:01-17:07,FR00:13-01:51,SA02:44-03:52,SU14:10-15:52,
JVSJZBLE=MO00:23-07:34,TU15:00-21:21,WE11:16-18:34,TH00:00-00:11,FR01:08-11:36,SA03:22-06:55,SU02:11-09:18,
IYMIRRIH=MO09:17-20:19,TU03:23-14:42,WE07:01-21:14,TH01:24-09:46,FR08:32-14:37,SA00:48-18:51,SU04:03-08:31,
UOXYAJRI=MO05:31-08:43,TU00:01-02:02,WE00:16-08:18,TH02:12-04:57,FR12:36-20:56,SA03:18-21:42,SU15:03-18:06,
NSXRJVIV=MO19:32-22:57,TU16:00-17:01,WE00:09-00:56,TH01:04-03:56,FR03:22-18:30,SA11:15-17:39,SU12:25-13:35,
NXBTEWXG=MO09:05-15:08,TU05:49-15:51,WE00:26-07:45,TH04:02-07:40,FR11:12-22:50,SA00:15-00:58,SU07:38-17:49,
QKWQUQXY=MO05:17-19:35,TU07:00-15:02,WE04:04-15:49,TH06:30-12:48,FR02:01-05:06,SA16:10-19:14,SU03:04-04:09,
XADOXLBG=MO02:40-15:47,TU01:28-02:49,WE02:18-08:29,TH00:50-01:54,FR09:32-11:53,SA07:50-15:55,SU06:17-08:28,
EGXUWYMV=MO04:01-19:04,TU09:42-11:49,WE14:21-19:46,TH04:50-20:52,FR06:30-16:53,SA09:51-10:55,SU01:16-03:34,
EQEJUSOD=MO08:33-10:37,TU02:02-05:14,WE06:06-10:13,TH00:11-05:15,FR00:29-01:36,SA02:17-10:18,SU00:14-00:31,
SJOZAHHU=MO06:13-11:55,TU13:23-17:25,WE00:13-14:39,TH13:11-18:32,FR04:33-10:40,SA01:04-03:07,SU14:11-18:53,
VDFKCKJP=MO14:39-17:52,TU00:21-01:24,WE08:20-12:30,TH10:00-18:00,FR11:00-12:00,SA00:06-11:12,SU02:00-04:14,
QNEXXSED=MO03:36-05:53,TU00:06-14:10,WE06:12-08:20,TH08:08-14:22,FR10:02-18:03,SA13:13-20:33,SU00:15-10:26,
WYVJIVOJ=MO05:01-11:02,TU04:01-18:14,WE02:17-03:44,TH00:12-01:33,FR05:57-06:58,SA05:02-14:06,SU10:06-21:13,
BWMKRALS=MO00:21-12:40,TU00:03-02:12,WE03:31-04:38,TH02:13-05:17,FR01:00-22:09,SA03:01-10:12,SU01:11-02:35,
VJSWDOKY=MO10:29-14:42,TU07:46-10:56,WE03:00-19:03,TH13:26-16:55,FR06:17-16:30,SA02:11-07:24,SU08:33-21:46,
HQPIRBME=MO10:22-21:34,TU00:12-07:18,WE00:14-00:48,TH07:10-09:49,FR01:11-02:24,SA12:10-14:44,SU08:44-18:45,
CQRUSPIT=MO10:11-20:57,TU02:30-05:41,WE02:24-06:33,TH00:08-14:49,FR03:03-05:51,SA03:32-06:35,SU01:09-11:22,
PBEROVDU=MO04:15-06:37,TU02:02-03:25,WE14:01-22:02,TH07:37-19:57,FR09:05-14:07,SA16:01-20:46,SU02:25-05:29,
VFXAROZV=MO13:21-16:32,TU01:08-15:17,WE00:06-08:14,TH01:26-07:36,FR14:24-19:40,SA07:02-12:16,SU07:09-16:11,
KNBVMOEY=MO05:01-16:15,TU02:24-12:47,WE00:18-00:46,TH09:17-18:29,FR18:11-22:16,SA00:10-01:33,SU14:09-21:23,
XMVLGGUF=MO01:10-16:56,TU00:04-03:09,WE13:00-16:01,TH17:38-18:57,FR00:25-00:47,SA14:16-21:29,SU00:00-02:02,
DHEZXLHJ=MO02:05-07:06,TU01:00-02:29,WE05:06-10:40,TH00:01-04:05,FR15:15-22:46,SA02:12-16:15,SU01:00-02:02,
OETQIYLU=MO00:15-00:39,TU04:31-07:41,WE05:40-19:46,TH04:10-22:14,FR05:30-13:51,SA04:19-06:28,SU08:17-13:28,
DLJEZPFU=MO05:37-18:39,TU14:04-15:53,WE11:16-20:17,TH05:01-15:09,FR05:00-18:01,SA00:22-00:34,SU17:01-18:15,
EDWWHEJR=MO01:34-05:41,TU03:29-14:41,WE13:00-15:01,TH01:53-02:57,FR00:01-01:03,SA00:04-01:11,SU06:50-08:51,
JQLGGGIX=MO04:00-22:03,TU05:01-14:26,WE00:11-03:14,TH20:02-21:09,FR00:06-05:40,SA00:07-01:10,SU10:17-13:22,
EIFJGVFX=MO00:33-02:47,TU14:00-20:00,WE10:10-18:12,TH15:02-17:19,FR05:10-13:16,SA05:03-18:07,SU00:09-03:12,
UBLXIKND=MO01:25-02:32,TU00:06-01:19,WE06:30-10:50,TH04:01-21:02,FR04:01-17:15,SA09:07-14:18,SU06:00-19:37,
DVIAFOUE=MO03:09-12:15,TU06:20-16:44,WE00:21-01:25,TH01:42-02:51,FR01:08-13:44,SA03:28-12:33,SU02:07-05:08,
HQTMZPJN=MO12:01-18:36,TU03:00-04:44,WE07:22-08:58,TH10:07-21:20,FR02:08-12:09,SA16:24-21:49,SU02:16-22:23,
QDQVGMGY=MO02:36-15:55,TU03:38-07:58,WE00:03-03:48,TH00:05-04:55,FR16:17-18:49,SA02:40-14:55,SU00:22-13:25,
VXJLLTOY=MO01:28-04:57,TU05:01-07:40,WE03:10-06:22,TH07:39-22:45,FR00:11-00:18,SA04:14-06:26,SU04:12-14:42,
XXUHJVAZ=MO00:04-13:07,TU10:09-21:14,WE02:05-03:48,TH12:00-15:07,FR02:39-09:43,SA02:05-03:40,SU12:22-19:38,
XKZLFGHM=MO19:31-22:44,TU00:31-02:41,WE01:24-11:48,TH02:09-12:14,FR03:03-09:05,SA10:12-13:49,SU07:06-10:29,
KTUPGOLS=MO00:28-07:55,TU01:50-02:53,WE00:04-05:09,TH02:44-04:46,FR05:31-10:38,SA03:01-20:39,SU01:00-03:02,
FHGWNYXK=MO04:20-18:49,TU04:07-13:10,WE01:26-15:33,TH03:44-09:47,FR04:32-18:35,SA01:13-02:55,SU13:13-16:19,
AKZUCJOV=MO01:02-11:15,TU00:40-00:49,WE04:03-06:05,TH02:36-05:50,FR02:29-03:45,SA00:39-01:57,SU08:04-11:18,
UJEFPJXN=MO00:00-01:01,TU00:06-01:09,WE04:09-05:21,TH03:01-11:06,FR00:05-01:11,SA00:02-05:38,SU04:03-11:47,
XRMFAZRW=MO02:40-11:46,TU00:09-12:12,WE09:15-11:31,TH02:05-12:22,FR00:07-06:48,SA02:15-12:20,SU06:52-13:53,
YVQWDPFD=MO00:18-00:26,TU13:03-19:27,WE11:01-15:02,TH13:29-22:35,FR00:13-00:41,SA08:00-15:02,SU14:06-20:20,
CPYNGKRC=MO10:17-13:56,TU00:49-12:54,WE04:24-17:30,TH07:43-08:53,FR04:01-22:09,SA00:23-01:42,SU13:15-21:27,
KGDHXNST=MO04:32-05:44,TU00:15-04:31,WE05:17-17:36,TH06:20-11:41,FR07:11-17:40,SA12:52-13:57,SU11:21-15:22,
KBEHNHXP=MO08:39-13:41,TU00:30-05:32,WE06:38-22:43,TH00:18-02:23,FR06:29-15:33,SA00:13-07:18,SU00:02-01:14,
TRBJQHRA=MO00:00-21:01,TU00:35-00:42,WE10:04-18:11,TH00:04-05:21,FR08:25-19:51,SA00:14-07:30,SU15:21-20:45,
HFIXHMDA=MO07:03-12:24,TU01:06-09:23,WE10:00-17:00,TH03:12-22:17,FR03:00-16:09,SA13:02-16:09,SU00:01-21:46,
VRTPDSRQ=MO02:37-03:53,TU01:26-16:31,WE08:11-20:13,TH06:26-11:40,FR00:00-02:02,SA09:02-22:18,SU13:00-14:00,
KSCYSYMJ=MO03:01-17:29,TU10:00-20:47,WE07:10-17:11,TH10:04-11:09,FR05:25-12:43,SA01:16-06:20,SU02:10-06:11,
SCOGIUAE=MO09:04-14:08,TU02:14-03:51,WE09:11-15:47,TH11:07-13:31,FR08:05-13:10,SA01:16-09:22,SU02:17-04:43,
UOBFPOZE=MO11:10-16:15,TU03:16-04:24,WE07:36-08:53,TH03:18-04:19,FR00:42-00:58,SA04:15-13:17,SU05:04-22:27,
PWMROUHS=MO16:12-21:19,TU11:31-20:34,WE10:01-18:03,TH10:00-12:14,FR11:01-17:06,SA00:09-00:41,SU00:11-04:53,
QKXVFXWB=MO00:00-02:04,TU15:01-19:48,WE02:02-05:30,TH01:15-03:52,FR08:07-18:27,SA01:12-02:13,SU04:11-08:18,
ZRQFLRTB=MO00:08-05:58,TU06:06-07:28,WE06:03-19:04,TH06:16-11:20,FR00:06-00:23,SA03:04-05:14,SU09:03-10:28,
RTHXNZDM=MO03:01-10:24,TU00:01-01:04,WE00:00-01:00,TH01:12-06:17,FR06:01-15:02,SA00:54-00:57,SU05:06-19:47,
FUKLRNBX=MO15:06-21:41,TU09:30-16:41,WE10:00-16:01,TH07:00-22:15,FR14:03-20:56,SA01:08-02:47,SU00:20-00:26,
EHLUWXZN=MO06:05-15:06,TU01:25-02:39,WE02:12-14:18,TH05:16-06:21,FR00:10-19:17,SA01:36-14:42,SU01:09-03:26,
KVVXFKWA=MO05:05-07:08,TU03:11-06:56,WE04:40-16:47,TH03:09-15:10,FR11:04-13:24,SA01:05-14:27,SU00:09-01:15,
ZWZMBQTP=MO03:17-17:47,TU03:08-06:55,WE03:22-07:35,TH12:46-13:52,FR07:29-22:34,SA00:51-09:58,SU11:05-15:44,
AKGABACT=MO00:00-21:01,TU03:46-22:49,WE01:05-22:06,TH16:03-21:13,FR05:08-11:18,SA05:27-16:42,SU04:24-08:36,
KZXKAUYM=MO10:13-22:46,TU03:08-06:45,WE12:39-16:46,TH08:02-21:09,FR01:06-02:29,SA16:02-21:10,SU10:24-19:52,
LWPEYPNB=MO13:18-16:23,TU02:36-13:52,WE00:01-04:09,TH09:00-10:01,FR01:19-16:20,SA05:28-08:31,SU05:08-09:21,
YZLATHBK=MO03:01-21:03,TU07:16-09:17,WE02:35-08:37,TH01:14-02:39,FR01:08-18:21,SA09:14-19:47,SU05:26-16:35,
TFBJYZCG=MO01:41-07:52,TU06:00-18:01,WE07:17-14:47,TH05:02-21:24,FR17:02-20:54,SA03:13-09:15,SU08:04-20:14,
QIFXXLKY=MO08:38-09:48,TU08:37-15:46,WE03:12-15:14,TH05:25-06:52,FR03:17-09:44,SA04:08-10:11,SU01:00-04:02,
SQJXMCAO=MO14:12-21:14,TU11:06-13:52,WE07:41-08:44,TH07:02-19:09,FR05:34-07:43,SA07:00-11:01,SU17:06-19:23,
PLGCFLWS=MO03:00-13:00,TU00:17-01:49,WE01:42-04:51,TH04:42-22:52,FR06:08-08:30,SA00:34-01:46,SU00:10-08:45,
URDBBEEZ=MO17:33-22:50,TU01:29-12:44,WE04:00-07:03,TH03:50-13:54,FR13:21-22:22,SA01:07-02:22,SU00:08-21:29,
OHRKOABB=MO04:31-05:48,TU02:01-03:13,WE01:17-02:20,TH01:09-18:30,FR19:45-22:50,SA03:02-13:09,SU03:04-17:18,
SUJUXCUO=MO08:00-15:41,TU08:03-21:34,WE09:01-20:16,TH01:10-05:47,FR03:05-17:10,SA04:03-08:13,SU03:05-09:29,
YDLMIDXV=MO03:16-11:20,TU03:11-09:33,WE00:21-01:41,TH16:26-17:41,FR06:06-07:34,SA00:39-01:58,SU14:09-15:48,
LRPFQRKQ=MO06:05-09:30,TU01:06-02:57,WE00:30-01:32,TH00:06-00:09,FR01:01-06:02,SA02:04-20:14,SU06:09-16:27,
HLQITVYO=MO00:00-01:03,TU04:00-06:21,WE10:01-17:07,TH01:31-06:41,FR02:00-07:03,SA02:01-13:03,SU02:05-04:34,
XMHLUWJJ=MO15:07-20:52,TU00:15-04:18,WE09:01-11:09,TH00:36-03:52,FR00:08-05:09,SA03:02-07:08,SU00:02-21:17,
TODJVJXN=MO06:00-09:26,TU04:10-20:43,WE00:05-00:12,TH01:00-04:52,FR00:27-18:51,SA09:40-19:58,SU01:00-04:15,
WFVWKIJI=MO08:00-11:33,TU09:41-14:45,WE01:00-10:02,TH02:09-05:14,FR00:21-20:26,SA03:02-09:03,SU04:40-08:45,
BLQOUBIO=MO02:26-07:42,TU06:02-07:03,WE01:00-15:01,TH01:23-21:34,FR00:46-00:57,SA00:52-19:57,SU00:01-01:04,
QMHSJSBZ=MO02:10-15:37,TU12:00-17:02,WE03:38-17:49,TH06:26-09:35,FR02:21-06:26,SA08:08-17:46,SU05:09-06:22,
JGEDIZZP=MO00:08-09:25,TU04:14-14:36,WE02:36-04:43,TH04:11-09:39,FR12:07-14:34,SA02:06-03:41,SU04:05-21:06,
SVVFLSZV=MO11:18-12:41,TU00:07-01:15,WE01:31-11:48,TH15:14-21:22,FR02:21-03:43,SA03:03-07:46,SU02:19-05:35,
QVRCXGAT=MO11:52-16:53,TU03:21-09:22,WE06:00-20:00,TH02:36-05:38,FR05:00-12:21,SA06:11-10:22,SU00:26-00:27,
LVSNXJNS=MO02:20-17:38,TU09:16-22:19,WE07:40-20:42,TH01:31-02:52,FR02:43-09:44,SA01:14-02:49,SU03:09-05:23,
LYQZVOXH=MO16:06-18:10,TU00:01-17:03,WE03:06-11:56,TH00:38-06:52,FR01:35-03:39,SA05:04-12:15,SU02:01-15:42,
FYURLQXQ=MO02:00-09:00,TU04:11-12:23,WE02:00-16:37,TH15:50-18:58,FR05:10-13:38,SA03:04-05:07,SU10:08-11:28,
ALYYLNTJ=MO01:11-09:13,TU00:03-01:08,WE05:29-08:55,TH01:30-02:42,FR17:22-21:57,SA04:11-05:28,SU09:11-12:12,
CEVPKSPJ=MO06:10-11:21,TU01:17-20:58,WE01:01-11:26,TH01:32-04:37,FR09:01-11:33,SA00:12-09:14,SU00:08-10:11,
LYGHRYNN=MO00:12-06:37,TU03:01-06:11,WE02:05-10:14,TH09:18-11:46,FR08:54-11:57,SA00:29-01:53,SU00:23-09:43,
VXKACVNB=MO03:00-16:31,TU12:41-21:49,WE02:00-09:29,TH08:00-17:57,FR05:00-08:19,SA10:17-17:26,SU02:03-04:04,
XRQFXCHC=MO00:01-11:22,TU01:25-10:34,WE01:34-05:38,TH00:00-05:00,FR01:06-02:12,SA00:31-03:53,SU00:33-14:50,
HXIHDXRN=MO13:01-16:25,TU02:10-18:34,WE00:04-00:26,TH07:00-19:00,FR14:21-22:53,SA01:30-21:55,SU00:46-06:51,
GDWDABZZ=MO00:17-11:42,TU04:15-18:20,WE04:17-05:35,TH02:01-09:05,FR07:36-08:37,SA05:30-13:37,SU06:01-10:02,
NUEHFUQE=MO00:08-02:10,TU03:03-04:12,WE03:10-10:32,TH12:34-16:50,FR12:00-18:06,SA05:04-11:08,SU08:07-16:43,
SMBMOQRA=MO18:06-22:30,TU03:04-07:44,WE03:38-06:58,TH01:15-02:33,FR08:06-13:22,SA06:03-08:04,SU02:35-15:44,
RPNKRPWG=MO08:36-17:37,TU16:30-17:34,WE18:30-19:38,TH02:19-04:45,FR16:13-18:46,SA16:45-19:49,SU05:16-19:27,
ZJZZHRAC=MO00:35-01:46,TU14:38-17:47,WE09:07-11:47,TH00:05-01:10,FR00:03-00:34,SA04:04-22:07,SU01:22-15:40,
XZICEWII=MO06:16-11:18,TU07:05-08:58,WE02:00-22:01,TH07:13-10:47,FR00:02-00:04,SA08:08-15:11,SU06:00-15:19,
NLGBNRGZ=MO04:17-05:19,TU08:04-12:26,WE11:47-15:57,TH00:00-03:00,FR00:06-08:10,SA04:09-14:10,SU04:01-05:17,
MXGLJXUO=MO07:50-12:53,TU00:01-01:14,WE01:35-18:46,TH02:00-16:01,FR17:02-19:12,SA17:07-22:28,SU01:07-10:19,
XATRRZYQ=MO05:25-13:41,TU17:03-18:05,WE06:21-21:37,TH04:02-12:25,FR01:37-18:40,SA00:13-05:35,SU09:04-15:10,
UYEUTLMA=MO03:40-06:47,TU02:30-15:38,WE12:03-21:07,TH00:00-01:00,FR15:37-20:42,SA02:33-11:48,SU09:06-12:16,
OGVBIMLK=MO04:28-13:41,TU08:48-17:56,WE00:17-01:19,TH02:06-14:36,FR04:20-08:46,SA07:27-11:38,SU01:02-04:34,
